"id","token","bayes_categories_id","count"
"2092","persist","2","1"
"2093","natural","2","2"
"2094","populations","2","3"
"2095","investigate","2","2"
"2096","shaped","2","1"
"2097","cis","2","3"
"2098","regulatory","2","2"
"2099","sequence","2","5"
"2100","controlling","2","3"
"2101","gene","2","8"
"2102","expression","2","14"
"2103","determining","2","1"
"2104","tdh3","2","2"
"2105","strains","2","1"
"2106","saccharomyces","2","1"
"2107","cerevisiae","2","1"
"2108","distribution","2","8"
"2109","mutational","2","2"
"2110","point","2","4"
"2111","find","2","13"
"2112","variability","2","5"
"2113","genetically","2","1"
"2114","identical","2","1"
"2115","appears","2","2"
"2116","necessarily","2","2"
"2117","fitness","2","1"
"2118","distributions","2","3"
"2119","phenotypes","2","1"
"2120","systematically","2","1"
"2121","examining","2","1"
"2122","enrich","2","1"
"2123","evolutionary","2","1"
"2124","mechanisms","2","4"
"2125","rare","2","2"
"2126","empirical","2","3"
"2127","acting","2","2"
"2128","yap","2","6"
"2129","essential","2","2"
"2130","tension","2","3"
"2131","vertebrate","2","1"
"2132","body","2","9"
"2133","vertebrates","2","1"
"2134","unique","2","5"
"2135","correct","2","4"
"2136","organ","2","4"
"2137","alignment","2","3"
"2138","function","2","12"
"2139","requires","2","4"
"2140","lens","2","1"
"2141","centred","2","1"
"2142","cup","2","1"
"2143","correctly","2","2"
"2144","positioned","2","1"
"2145","head","2","1"
"2146","morphogenesis","2","1"
"2147","depends","2","3"
"2148","force","2","4"
"2149","generation","2","3"
"2150","transmission","2","5"
"2151","tissues","2","2"
"2152","extracellular","2","2"
"2153","matrix","2","3"
"2154","arcy","2","1"
"2155","thompson","2","3"
"2156","postulated","2","1"
"2157","terrestrial","2","4"
"2158","animal","2","2"
"2159","shapes","2","1"
"2160","conditioned","2","1"
"2161","gravity","2","3"
"2162","demonstrating","2","1"
"2163","aforementioned","2","1"
"2164","mechano","2","1"
"2165","morphogenetic","2","2"
"2166","coordinated","2","1"
"2167","generate","2","3"
"2168","withstands","2","1"
"2169","medaka","2","1"
"2170","fish","2","3"
"2171","oryzias","2","1"
"2172","latipes","2","1"
"2173","mutant","2","1"
"2174","hirame","2","1"
"2175","hir","2","3"
"2176","sensitive","2","5"
"2177","deformation","2","1"
"2178","embryos","2","2"
"2179","display","2","3"
"2180","markedly","2","2"
"2181","flattened","2","1"
"2182","caused","2","3"
"2183","executor","2","1"
"2184","hippo","2","1"
"2185","signalling","2","8"
"2186","regulates","2","2"
"2187","size","2","2"
"2188","show","2","18"
"2189","actomyosin","2","1"
"2190","mediated","2","10"
"2191","leading","2","6"
"2192","flattening","2","2"
"2193","misalignment","2","1"
"2194","contribute","2","4"
"2195","analysing","2","1"
"2196","spheroids","2","1"
"2197","rho","2","1"
"2198","gtpase","2","2"
"2199","activating","2","2"
"2200","arhgap18","2","1"
"2201","effector","2","1"
"2202","findings","2","4"
"2203","previously","2","3"
"2204","unrecognised","2","1"
"2205","regulating","2","1"
"2206","required","2","3"
"2207","proper","2","1"
"2208","facilitate","2","1"
"2209","embryonic","2","1"
"2210","stem","2","2"
"2211","complex","2","9"
"2212","organs","2","1"
"2213","requiring","2","1"
"2214","multiple","2","4"
"2215","decline","2","3"
"2216","amazon","2","5"
"2217","carbon","2","26"
"2218","sink","2","9"
"2219","atmospheric","2","4"
"2220","dioxide","2","3"
"2221","records","2","1"
"2222","land","2","2"
"2223","acted","2","2"
"2224","strong","2","6"
"2225","global","2","19"
"2226","decades","2","3"
"2227","substantial","2","3"
"2228","unclear","2","2"
"2229","evolve","2","1"
"2230","composition","2","5"
"2231","analyse","2","1"
"2232","historical","2","3"
"2233","evolution","2","5"
"2234","biomass","2","6"
"2235","dynamics","2","10"
"2236","rainforest","2","1"
"2237","distributed","2","1"
"2238","network","2","2"
"2239","analysis","2","7"
"2240","confirms","2","2"
"2241","forests","2","1"
"2242","decreasing","2","2"
"2243","trend","2","5"
"2244","accumulation","2","6"
"2245","rates","2","15"
"2246","declined","2","1"
"2247","decade","2","1"
"2248","compared","2","4"
"2249","1990s","2","2"
"2250","consequence","2","1"
"2251","increases","2","6"
"2252","levelling","2","1"
"2253","persistently","2","1"
"2254","increased","2","5"
"2255","shortening","2","1"
"2256","residence","2","1"
"2257","drivers","2","2"
"2258","include","2","2"
"2259","feedbacks","2","1"
"2260","resulting","2","3"
"2261","shortened","2","1"
"2262","tree","2","5"
"2263","longevity","2","2"
"2264","diverges","2","1"
"2265","uptake","2","1"
"2266","contrary","2","2"
"2267","expectations","2","2"
"2268","models","2","8"
"2269","podcast","1","6"
"2270","march","1","2"
"2271","week","1","3"
"2272","future","1","4"
"2273","robotic","1","1"
"2274","materials","1","4"
"2275","roundup","1","3"
"2276","daily","1","4"
"2277","news","1","4"
"2278","stories","1","3"
"2298","products","2","3"
"2299","weekly","2","1"
"2300","roundup","2","3"
"2301","newly","2","1"
"2302","offered","2","1"
"2303","instrumentation","2","1"
"2304","apparatus","2","1"
"2305","laboratory","2","3"
"2306","mitochondrial","1","3"
"2307","upr","1","1"
"2308","mediated","1","5"
"2309","metabolic","1","4"
"2310","checkpoint","1","4"
"2311","regulates","1","2"
"2312","hematopoietic","1","2"
"2313","stem","1","5"
"2314","cell","1","12"
"2315","aging","1","3"
"2316","deterioration","1","1"
"2317","adult","1","2"
"2318","cells","1","23"
"2319","accounts","1","1"
"2320","compromised","1","2"
"2321","tissue","1","2"
"2322","maintenance","1","1"
"2323","maintain","1","2"
"2324","homeostasis","1","1"
"2325","remains","1","1"
"2326","elusive","1","1"
"2327","identified","1","5"
"2328","regulatory","1","4"
"2329","branch","1","1"
"2330","unfolded","1","1"
"2331","protein","1","34"
"2332","response","1","11"
"2333","uprmt","1","2"
"2334","interplay","1","1"
"2335","sirt7","1","4"
"2336","nrf1","1","1"
"2337","coupled","1","3"
"2338","cellular","1","7"
"2339","energy","1","6"
"2340","metabolism","1","3"
"2341","proliferation","1","1"
"2342","inactivation","1","1"
"2343","caused","1","1"
"2344","reduced","1","3"
"2345","quiescence","1","1"
"2346","increased","1","7"
"2347","folding","1","1"
"2348","stress","1","4"
"2349","pfsmt","1","1"
"2350","regenerative","1","2"
"2351","capacity","1","2"
"2352","hscs","1","3"
"2353","expression","1","5"
"2354","aged","1","3"
"2355","regulation","1","6"
"2356","improved","1","2"
"2357","define","1","2"
"2358","deregulation","1","1"
"2359","reversible","1","2"
"2360","contributing","1","1"
"2361","hsc","1","1"
"2362","authors","1","17"
"2363","mary","1","1"
"2364","mohrin","1","1"
"2365","jiyung","1","1"
"2366","shin","1","1"
"2367","yufei","1","1"
"2368","liu","1","1"
"2369","katharine","1","1"
"2370","brown","1","1"
"2371","hanzhi","1","1"
"2372","yannan","1","1"
"2373","cole","1","1"
"2374","haynes","1","1"
"2375","danica","1","1"
"2376","chen","1","1"
"2377","determination","1","3"
"2378","vivo","1","6"
"2379","target","1","9"
"2380","search","1","4"
"2381","kinetics","1","4"
"2382","noncoding","1","1"
"2383","rna","1","23"
"2384","base","1","3"
"2385","pairing","1","2"
"2386","interactions","1","11"
"2387","nucleic","1","1"
"2388","acids","1","1"
"2389","mediate","1","3"
"2390","recognition","1","5"
"2391","biological","1","2"
"2392","processes","1","5"
"2393","super","1","2"
"2394","resolution","1","8"
"2395","imaging","1","4"
"2396","modeling","1","1"
"2397","platform","1","1"
"2398","enabled","1","1"
"2399","examined","1","1"
"2400","induced","1","5"
"2401","bacterial","1","3"
"2402","small","1","5"
"2403","sgrs","1","3"
"2404","induces","1","1"
"2405","degradation","1","4"
"2406","messenger","1","4"
"2407","rnas","1","1"
"2408","mrnas","1","5"
"2409","binds","1","2"
"2410","primary","1","2"
"2411","mrna","1","7"
"2412","dynamic","1","3"
"2413","fashion","1","1"
"2414","complexes","1","5"
"2415","rate","1","1"
"2416","limiting","1","1"
"2417","dictating","1","1"
"2418","examination","1","2"
"2419","secondary","1","6"
"2420","contribute","1","1"
"2421","setting","1","1"
"2422","priority","1","1"
"2423","analysis","1","4"
"2424","approach","1","4"
"2425","conceptual","1","1"
"2426","framework","1","3"
"2427","generalized","1","1"
"2428","systems","1","5"
"2429","jingyi","1","1"
"2430","fei","1","1"
"2431","digvijay","1","1"
"2432","singh","1","1"
"2433","qiucen","1","1"
"2434","zhang","1","4"
"2435","seongjin","1","1"
"2436","park","1","2"
"2437","divya","1","1"
"2438","balasubramanian","1","1"
"2439","ido","1","1"
"2440","golding","1","1"
"2441","carin","1","1"
"2442","vanderpool","1","1"
"2443","taekjip","1","1"
"2444","biosensor","1","1"
"2445","round","1","3"
"2446","translation","1","8"
"2447","living","1","4"
"2448","animals","1","1"
"2449","molecules","1","5"
"2450","provided","1","2"
"2451","quantitative","1","1"
"2452","insights","1","1"
"2453","fundamental","1","4"
"2454","dynamics","1","3"
"2455","addressed","1","1"
"2456","fluorescence","1","2"
"2457","microscopy","1","6"
"2458","technique","1","3"
"2459","reports","1","1"
"2460","events","1","2"
"2461","allowed","1","1"
"2462","examine","1","2"
"2463","spatiotemporal","1","1"
"2464","normal","1","3"
"2465","growth","1","10"
"2466","drosophila","1","1"
"2467","oocyte","1","2"
"2468","shown","1","1"
"2469","translated","1","2"
"2470","nucleus","1","2"
"2471","translate","1","1"
"2472","minutes","1","2"
"2473","export","1","2"
"2474","sequestration","1","1"
"2475","bodies","1","1"
"2476","oskar","1","1"
"2477","reaches","1","1"
"2478","posterior","1","1"
"2479","pole","1","1"
"2480","methodology","1","1"
"2481","studying","1","2"
"2482","initiation","1","6"
"2483","synthesis","1","2"
"2484","james","1","1"
"2485","halstead","1","1"
"2486","timothée","1","1"
"2487","lionnet","1","1"
"2488","johannes","1","1"
"2489","wilbertz","1","1"
"2490","frank","1","1"
"2491","wippich","1","1"
"2492","anne","1","2"
"2493","ephrussi","1","1"
"2494","robert","1","3"
"2495","singer","1","1"
"2496","jeffrey","1","1"
"2497","chao","1","1"
"2498","targeting","1","2"
"2499","ldh","1","7"
"2500","enzymes","1","3"
"2501","stiripentol","1","2"
"2502","analog","1","1"
"2503","treat","1","1"
"2504","epilepsy","1","3"
"2505","neuronal","1","1"
"2506","excitation","1","1"
"2507","regulated","1","1"
"2508","drug","1","3"
"2509","resistant","1","1"
"2510","suppressed","1","3"
"2511","diets","1","1"
"2512","seizures","1","3"
"2513","epileptiform","1","1"
"2514","activity","1","11"
"2515","inhibition","1","3"
"2516","pathway","1","4"
"2517","lactate","1","2"
"2518","dehydrogenase","1","1"
"2519","component","1","2"
"2520","astrocyte","1","1"
"2521","neuron","1","1"
"2522","shuttle","1","1"
"2523","enzyme","1","1"
"2524","hyperpolarized","1","1"
"2525","neurons","1","1"
"2526","reversed","1","1"
"2527","downstream","1","2"
"2528","metabolite","1","1"
"2529","pyruvate","1","1"
"2530","mouse","1","3"
"2531","model","1","2"
"2532","found","1","6"
"2533","clinically","1","1"
"2534","antiepileptic","1","2"
"2535","inhibitor","1","2"
"2536","modifying","1","1"
"2537","chemical","1","6"
"2538","previously","1","4"
"2539","unknown","1","2"
"2540","potently","1","1"
"2541","conclude","1","1"
"2542","inhibitors","1","3"
"2543","promising","1","1"
"2544","group","1","1"
"2545","drugs","1","1"
"2546","nagisa","1","1"
"2547","sada","1","1"
"2548","suni","1","1"
"2549","lee","1","2"
"2550","takashi","1","1"
"2551","katsu","1","1"
"2552","takemi","1","1"
"2553","otsuki","1","1"
"2554","tsuyoshi","1","1"
"2555","inoue","1","1"
"2556","aqueous","1","1"
"2557","manipulation","1","2"
"2558","iron","1","5"
"2559","oxo","1","2"
"2560","keggin","1","2"
"2561","ion","1","7"
"2562","emerging","1","2"
"2563","evidence","1","2"
"2564","synthetic","1","2"
"2565","phases","1","3"
"2566","occurs","1","2"
"2567","aggregation","1","1"
"2568","prenucleation","1","2"
"2569","classical","1","1"
"2570","atom","1","2"
"2571","ferrihydrite","1","4"
"2572","oxyhydroxide","1","1"
"2573","mineral","1","1"
"2574","common","1","1"
"2575","fe3","1","1"
"2576","soils","1","1"
"2577","ferritin","1","1"
"2578","isolated","1","1"
"2579","angstrom","1","2"
"2580","discrete","1","1"
"2581","fe13","1","3"
"2582","structural","1","8"
"2583","features","1","2"
"2584","stabilization","1","1"
"2585","reactive","1","1"
"2586","polyanion","1","1"
"2587","water","1","12"
"2588","controlled","1","1"
"2589","exclusively","1","1"
"2590","counterions","1","2"
"2591","dissolution","1","1"
"2592","precipitation","1","1"
"2593","protecting","1","1"
"2594","bi3","1","1"
"2595","rapidly","1","2"
"2596","aggregates","1","3"
"2597","spherical","1","1"
"2598","nanoparticles","1","1"
"2599","microbial","1","1"
"2600","omid","1","1"
"2601","sadeghi","1","1"
"2602","lev","1","1"
"2603","zakharov","1","1"
"2604","nyman","1","1"
"2605","late","1","4"
"2606","pliocene","1","1"
"2607","fossiliferous","1","1"
"2608","sedimentary","1","2"
"2609","environmental","1","5"
"2610","context","1","3"
"2611","early","1","3"
"2612","homo","1","3"
"2613","afar","1","4"
"2614","ethiopia","1","3"
"2615","basins","1","1"
"2616","eastern","1","2"
"2617","africa","1","1"
"2618","preserve","1","1"
"2619","continental","1","3"
"2620","rifting","1","1"
"2621","fossil","1","2"
"2622","assemblages","1","1"
"2623","interpreting","1","1"
"2624","hominin","1","4"
"2625","million","1","3"
"2626","poorly","1","3"
"2627","documented","1","1"
"2628","surface","1","5"
"2629","outcrops","1","1"
"2630","discovery","1","3"
"2631","year","1","1"
"2632","bearing","1","1"
"2633","sediments","1","1"
"2634","ledi","1","1"
"2635","geraru","1","1"
"2636","area","1","3"
"2637","produced","1","2"
"2638","earliest","1","1"
"2639","genus","1","1"
"2640","vertebrate","1","1"
"2641","fossils","1","1"
"2642","faunal","1","1"
"2643","turnover","1","3"
"2644","indicative","1","1"
"2645","open","1","5"
"2646","arid","1","1"
"2647","habitats","1","1"
"2648","reconstructed","1","1"
"2649","earlier","1","1"
"2650","region","1","2"
"2651","broad","1","2"
"2652","agreement","1","1"
"2653","hypotheses","1","1"
"2654","addressing","1","1"
"2655","role","1","3"
"2656","forcing","1","1"
"2657","time","1","5"
"2658","geological","1","1"
"2659","analyses","1","1"
"2660","constrain","1","1"
"2661","depositional","1","1"
"2662","models","1","6"
"2663","mandible","1","1"
"2664","erin","1","1"
"2665","dimaggio","1","1"
"2666","christopher","1","1"
"2667","campisano","1","1"
"2668","john","1","1"
"2669","rowan","1","1"
"2670","guillaume","1","1"
"2671","dupont","1","1"
"2672","nivet","1","1"
"2673","alan","1","1"
"2674","deino","1","1"
"2675","faysal","1","1"
"2676","bibi","1","1"
"2677","margaret","1","1"
"2678","lewis","1","1"
"2679","antoine","1","1"
"2680","souron","1","1"
"2681","dominique","1","1"
"2682","garello","1","1"
"2683","lars","1","1"
"2684","werdelin","1","1"
"2685","kaye","1","1"
"2686","reed","1","1"
"2687","ramón","1","1"
"2688","arrowsmith","1","1"
"2722","early","2","8"
"2723","homo","2","6"
"2724","ledi","2","3"
"2725","geraru","2","3"
"2726","afar","2","2"
"2727","ethiopia","2","2"
"2728","origin","2","4"
"2729","genus","2","3"
"2730","hampered","2","1"
"2731","limited","2","7"
"2732","fossil","2","1"
"2733","discovery","2","3"
"2734","partial","2","2"
"2735","hominin","2","1"
"2736","mandible","2","1"
"2737","teeth","2","2"
"2738","regional","2","2"
"2739","establishes","2","2"
"2740","presence","2","2"
"2741","specimen","2","1"
"2742","primitive","2","1"
"2743","traits","2","3"
"2744","australopithecus","2","1"
"2745","morphology","2","5"
"2746","confirming","2","1"
"2747","dentognathic","2","1"
"2748","departures","2","1"
"2749","australopith","2","1"
"2750","pattern","2","3"
"2751","occurred","2","2"
"2752","lineage","2","1"
"2753","implications","2","2"
"2754","hypotheses","2","1"
"2755","timing","2","7"
"2756","authors","2","13"
"2757","brian","2","1"
"2758","villmoare","2","1"
"2759","william","2","2"
"2760","kimbel","2","1"
"2761","chalachew","2","1"
"2762","seyoum","2","1"
"2763","christopher","2","3"
"2764","campisano","2","1"
"2765","erin","2","2"
"2766","dimaggio","2","1"
"2767","john","2","8"
"2768","rowan","2","1"
"2769","braun","2","1"
"2770","ramón","2","1"
"2771","arrowsmith","2","1"
"2772","kaye","2","1"
"2773","reed","2","3"
"2811","mechanism","1","11"
"2892","molecular","1","20"
"2925","receptor","1","13"
"2927","strength","1","1"
"2947","largely","1","1"
"2952","survival","1","4"
"2978","patient","1","3"
"2993","molecule","1","3"
"3014","cancer","1","4"
"3039","promoting","1","1"
"3055","data","1","8"
"3057","tropical","2","6"
"3058","rainfall","2","7"
"3059","driven","2","4"
"3060","organized","2","6"
"3061","convection","2","8"
"3062","precipitation","2","6"
"3063","strengthening","2","1"
"3064","hydrological","2","1"
"3065","cycle","2","10"
"3066","uniform","2","2"
"3067","found","2","14"
"3068","patterns","2","5"
"3069","characterized","2","1"
"3070","wet","2","1"
"3071","wetter","2","2"
"3072","warmer","2","2"
"3073","largely","2","4"
"3074","underlying","2","6"
"3075","physical","2","3"
"3076","assessing","2","2"
"3077","contributions","2","1"
"3078","convective","2","5"
"3079","regimes","2","1"
"3080","correlated","2","1"
"3081","positive","2","7"
"3082","negative","2","13"
"3083","correlation","2","2"
"3084","contrast","2","2"
"3085","link","2","3"
"3086","atmosphere","2","2"
"3087","framework","2","3"
"3088","obtaining","2","1"
"3089","distinction","2","2"
"3090","degrees","2","1"
"3091","organization","2","1"
"3092","highlight","2","1"
"3093","priority","2","1"
"3094","order","2","7"
"3095","achieve","2","1"
"3096","accurate","2","4"
"3097","projections","2","2"
"3098","working","1","2"
"3099","disability","1","1"
"3100","sharon","1","1"
"3101","ann","1","1"
"3102","holgate","1","1"
"3103","business","1","1"
"3104","office","1","2"
"3105","feature","1","2"
"3106","immunology","1","1"
"3107","charting","1","1"
"3108","forward","1","1"
"3109","immunoprofiling","1","1"
"3110","behave","1","1"
"3111","body","1","1"
"3112","depends","1","1"
"3113","numerous","1","3"
"3114","factors","1","10"
"3115","direct","1","2"
"3116","contact","1","2"
"3117","dissolved","1","1"
"3118","enable","1","1"
"3119","influence","1","1"
"3120","properties","1","4"
"3121","behaviors","1","1"
"3122","aberrant","1","1"
"3123","respects","1","1"
"3124","influenced","1","1"
"3125","milieu","1","1"
"3126","fact","1","1"
"3127","associations","1","2"
"3128","peritumoral","1","1"
"3129","microenvironment","1","3"
"3130","profoundly","1","1"
"3131","impact","1","1"
"3132","tumor","1","6"
"3133","technologies","1","1"
"3134","coming","1","1"
"3135","fore","1","1"
"3136","interrogation","1","1"
"3137","types","1","2"
"3138","interacting","1","3"
"3139","tumors","1","2"
"3140","providing","1","1"
"3141","intelligence","1","1"
"3142","variety","1","2"
"3143","complex","1","16"
"3144","immune","1","5"
"3145","system","1","9"
"3146","depth","1","1"
"3147","breadth","1","1"
"3148","information","1","2"
"3149","obtained","1","2"
"3150","biomarker","1","1"
"3151","potential","1","3"
"3152","targets","1","3"
"3153","therapies","1","2"
"3154","enabling","1","1"
"3155","stratification","1","1"
"3156","clinical","1","4"
"3157","trials","1","1"
"3158","treatment","1","4"
"3159","protocols","1","1"
"3160","understanding","1","4"
"3161","obtain","1","2"
"3162","advances","1","2"
"3163","view","1","1"
"3164","webinar","1","1"
"3165","bernard","1","1"
"3166","fox","1","1"
"3167","clifford","1","1"
"3168","hoyt","1","1"
"3169","intergenerational","1","1"
"3170","transmission","1","6"
"3171","abuse","1","1"
"3172","immunotherapy","1","1"
"3173","spring","1","3"
"3174","loaded","1","2"
"3175","unraveling","1","1"
"3176","snare","1","6"
"3177","nsf","1","9"
"3178","atp","1","4"
"3179","intracellular","1","5"
"3180","membrane","1","6"
"3181","trafficking","1","3"
"3182","ethylmaleimide","1","1"
"3183","sensitive","1","6"
"3184","alpha","1","1"
"3185","soluble","1","2"
"3186","attachment","1","3"
"3187","snap","1","1"
"3188","disassemble","1","1"
"3189","recycling","1","2"
"3190","proteins","1","6"
"3191","disassembles","1","1"
"3192","spectroscopy","1","2"
"3193","magnetic","1","5"
"3194","tweezers","1","1"
"3195","disassembled","1","1"
"3196","adenosine","1","4"
"3197","triphosphate","1","2"
"3198","cleavage","1","1"
"3199","hexamer","1","1"
"3200","internal","1","1"
"3201","tension","1","2"
"3202","dissociation","1","1"
"3203","phosphate","1","1"
"3204","ions","1","1"
"3205","latent","1","2"
"3206","measuring","1","1"
"3207","seconds","1","1"
"3208","released","1","1"
"3209","built","1","1"
"3210","burst","1","1"
"3211","milliseconds","1","1"
"3212","resulting","1","2"
"3213","disassembly","1","1"
"3214","release","1","6"
"3215","appears","1","2"
"3216","couple","1","1"
"3217","hydrolysis","1","1"
"3218","unfolding","1","1"
"3219","substrate","1","1"
"3220","kyung","1","1"
"3221","ryu","1","1"
"3222","duyoung","1","1"
"3223","sang","1","1"
"3224","hyun","1","1"
"3225","rah","1","1"
"3226","soo","1","1"
"3227","jin","1","2"
"3228","kim","1","4"
"3229","yongsoo","1","1"
"3230","haesoo","1","1"
"3231","changbong","1","1"
"3232","hyeon","1","1"
"3233","reinhard","1","2"
"3234","jahn","1","1"
"3235","tae","1","1"
"3236","yoon","1","1"
"3358","rev7","2","6"
"3359","counteracts","2","1"
"3360","dna","2","13"
"3361","strand","2","5"
"3362","resection","2","9"
"3363","affects","2","3"
"3364","parp","2","3"
"3365","inhibition","2","5"
"3366","repair","2","10"
"3367","breaks","2","5"
"3368","dsbs","2","3"
"3369","homologous","2","3"
"3370","recombination","2","3"
"3371","brca1","2","6"
"3372","pathway","2","7"
"3373","administration","2","1"
"3374","inhibitors","2","2"
"3375","induces","2","4"
"3376","synthetic","2","1"
"3377","lethality","2","1"
"3378","tumour","2","1"
"3379","patients","2","1"
"3380","breast","2","1"
"3381","ovarian","2","1"
"3382","cancers","2","2"
"3383","benefit","2","3"
"3384","tailored","2","1"
"3385","therapy","2","1"
"3386","drug","2","3"
"3387","resistance","2","16"
"3388","occur","2","2"
"3389","restoration","2","3"
"3390","reversion","2","1"
"3391","inactivating","2","1"
"3392","independent","2","4"
"3393","loss","2","4"
"3394","mad2l2","2","13"
"3395","cell","2","21"
"3396","lines","2","3"
"3397","ctip","2","2"
"3398","deficient","2","2"
"3399","inhibitor","2","2"
"3400","reversed","2","1"
"3401","atm","2","2"
"3402","kinase","2","5"
"3403","recruited","2","3"
"3404","manner","2","2"
"3405","h2ax","2","1"
"3406","mdc1","2","1"
"3407","rnf8","2","2"
"3408","rnf168","2","2"
"3409","53bp1","2","5"
"3410","chromatin","2","3"
"3411","block","2","1"
"3412","promote","2","2"
"3413","joining","2","4"
"3414","addition","2","5"
"3415","tolerance","2","5"
"3416","establish","2","2"
"3417","blocks","2","2"
"3418","dsb","2","2"
"3419","immunoglobulin","2","2"
"3420","class","2","3"
"3421","switch","2","2"
"3422","unexpected","2","2"
"3423","crucial","2","3"
"3424","downstream","2","4"
"3425","coordinating","2","1"
"3426","pathological","2","1"
"3427","choices","2","1"
"3428","ashes","2","2"
"3429","outflow","2","2"
"3430","eruptive","2","1"
"3431","star","2","2"
"3432","vul","2","8"
"3433","vulpeculae","2","1"
"3434","outburst","2","1"
"3435","ref","2","3"
"3436","counterpart","2","1"
"3437","bipolar","2","1"
"3438","nebula","2","2"
"3439","location","2","2"
"3440","considered","2","2"
"3441","similarity","2","2"
"3442","transients","2","3"
"3443","luminous","2","1"
"3444","classical","2","1"
"3445","novae","2","1"
"3446","thought","2","2"
"3447","stellar","2","5"
"3448","collisions","2","1"
"3449","opened","2","1"
"3450","status","2","1"
"3451","resemble","2","1"
"3452","stars","2","9"
"3453","surrounded","2","2"
"3454","circumstellar","2","1"
"3455","molecules","2","1"
"3456","dust","2","2"
"3457","source","2","14"
"3458","continuum","2","1"
"3459","identified","2","6"
"3460","expansion","2","2"
"3461","centre","2","1"
"3462","chemically","2","1"
"3463","gas","2","9"
"3464","peculiar","2","1"
"3465","isotopic","2","1"
"3466","revealing","2","1"
"3467","enhanced","2","3"
"3468","hydrogen","2","1"
"3469","burning","2","1"
"3470","reconciled","2","1"
"3471","explosion","2","1"
"3472","mass","2","11"
"3473","surrounding","2","3"
"3474","total","2","1"
"3475","uncertain","2","3"
"3476","conclude","2","1"
"3477","explained","2","1"
"3478","remnant","2","1"
"3479","merger","2","1"
"3480","acute","2","4"
"3481","lymphoblastic","2","2"
"3482","leukaemia","2","2"
"3483","selected","2","1"
"3484","intermediate","2","4"
"3485","receptor","2","10"
"3486","bcr","2","8"
"3487","strength","2","6"
"3488","minimum","2","3"
"3489","functional","2","5"
"3490","hyperactivation","2","3"
"3491","maximum","2","3"
"3492","reactive","2","3"
"3493","carry","2","1"
"3494","oncogenic","2","4"
"3495","abl1","2","2"
"3496","tyrosine","2","3"
"3497","philadelphia","2","1"
"3498","chromosome","2","2"
"3499","mimics","2","1"
"3500","constitutively","2","1"
"3501","focused","2","1"
"3502","potent","2","1"
"3503","suppress","2","1"
"3504","tested","2","2"
"3505","hypothesis","2","5"
"3506","targeted","2","2"
"3507","engage","2","1"
"3508","deletional","2","1"
"3509","checkpoint","2","1"
"3510","removal","2","1"
"3511","selectively","2","3"
"3512","kill","2","1"
"3513","components","2","3"
"3514","proximal","2","1"
"3515","incremental","2","1"
"3516","syk","2","3"
"3517","activity","2","11"
"3518","sufficient","2","2"
"3519","induce","2","1"
"3520","death","2","2"
"3521","hyperactive","2","1"
"3522","functionally","2","1"
"3523","activation","2","12"
"3524","transformation","2","1"
"3525","normal","2","4"
"3526","patient","2","1"
"3527","express","2","2"
"3528","inhibitory","2","3"
"3529","receptors","2","3"
"3530","pecam1","2","2"
"3531","cd300a","2","2"
"3532","lair1","2","2"
"3533","levels","2","3"
"3534","revealed","2","3"
"3535","critical","2","9"
"3536","calibrate","2","1"
"3537","recruitment","2","2"
"3538","phosphatases","2","1"
"3539","ptpn6","2","1"
"3540","inpp5d","2","2"
"3541","molecule","2","2"
"3542","ship1","2","1"
"3543","demonstrated","2","2"
"3544","pharmacological","2","1"
"3545","engagement","2","1"
"3546","represents","2","3"
"3547","promising","2","2"
"3548","overcome","2","1"
"3549","telomeres","2","5"
"3550","inhibiting","2","4"
"3551","lesions","2","1"
"3552","prevent","2","1"
"3553","genomic","2","4"
"3554","instability","2","4"
"3555","fuelling","2","1"
"3556","alterations","2","1"
"3557","compromising","2","2"
"3558","viability","2","1"
"3559","driving","2","1"
"3560","cancer","2","5"
"3561","ageing","2","4"
"3562","mad2b","2","1"
"3563","screening","2","1"
"3564","mammalian","2","3"
"3565","accumulates","2","3"
"3566","uncapped","2","1"
"3567","promotes","2","4"
"3568","nhej","2","4"
"3569","fusion","2","3"
"3570","deprotected","2","1"
"3571","ends","2","2"
"3572","depletion","2","2"
"3573","elongated","2","1"
"3574","telomeric","2","1"
"3575","overhangs","2","1"
"3576","indicating","2","3"
"3577","inhibits","2","2"
"3578","committing","2","1"
"3579","homology","2","1"
"3580","directed","2","1"
"3581","control","2","12"
"3582","rif1","2","3"
"3583","ptip","2","2"
"3584","promoting","2","1"
"3585","telomere","2","2"
"3586","knockdown","2","1"
"3587","nucleases","2","1"
"3588","exo1","2","1"
"3589","partially","2","2"
"3590","restores","2","1"
"3591","depleted","2","1"
"3592","irradiation","2","1"
"3593","induced","2","8"
"3594","settings","2","1"
"3595","rev1","2","1"
"3596","rev3","2","1"
"3597","translesion","2","1"
"3598","synthesis","2","11"
"3599","contributor","2","1"
"3600","square","1","4"
"3601","ice","1","6"
"3602","graphene","1","2"
"3603","nanocapillaries","1","1"
"3604","bulk","1","2"
"3605","exists","1","2"
"3606","forms","1","7"
"3607","liquid","1","1"
"3608","vapour","1","1"
"3609","crystalline","1","1"
"3610","amorphous","1","1"
"3611","hexagonal","1","2"
"3612","responsible","1","2"
"3613","fascinating","1","1"
"3614","snowflakes","1","1"
"3615","noticeable","1","1"
"3616","equally","1","1"
"3617","ubiquitous","1","1"
